sentence_index,timestamp,model_used,provider,original,compressed,decompressed,target_compression_ratio,achieved_compression_ratio,compression_success,compression_attempts,original_length,compressed_length,decompressed_length,characters_saved,compression_percentage,embedding_similarity,bleu_score,keyword_preservation,llm_similarity,composite_score,semantic_interpretation,llm_analysis,expansion_ratio,recovery_ratio
10,1751316855.99595,gpt-4o-2024-11-20,openai,"The ancient Library of Alexandria, established in the 3rd century BCE during the Ptolemaic dynasty, represented humanity's first attempt at universal knowledge collection, housing an estimated 400,000 to 700,000 scrolls on subjects ranging from mathematics and astronomy to medicine and literature, before its gradual decline and eventual destruction over several centuries.","📚🏛️Alexandria(3rdc.BCE):400k-700k📜,universal📖;declined🔥.","The Library of Alexandria, established in the 3rd century BCE, housed an estimated 400,000 to 700,000 scrolls and aimed to be a universal repository of knowledge; it eventually declined and was destroyed by fire.",0.15,0.1497326203208556,True,4,374,56,212,318,85.02673796791444,0.8903490304946899,0.23558298671601968,0.2857142857142857,0.7,0.5813641636344681,Moderate,"The decompressed sentence retains the core information about the Library of Alexandria, including its establishment in the 3rd century BCE, its purpose as a universal repository of knowledge, the estimated number of scrolls it housed, and its eventual decline and destruction. However, it omits specific details such as the library being established during the Ptolemaic dynasty, the range of subjects covered by the scrolls (mathematics, astronomy, medicine, literature), and the gradual nature of its decline and destruction over several centuries. These omissions result in a generally similar meaning but with some loss of detail and context.",3.7857142857142856,0.5668449197860963
11,1751316864.5963771,gpt-4o-2024-11-20,openai,"Photosynthesis, the fundamental biological process that converts carbon dioxide and water into glucose using sunlight energy captured by chlorophyll molecules, not only provides the chemical energy that powers most life on Earth but also produces the oxygen that makes aerobic respiration possible for complex multicellular organisms.",☀️+🌱: CO₂+H₂O→C₆H₁₂O₆+O₂. Vital for life.,"Sunlight and plants use carbon dioxide and water to produce glucose and oxygen through photosynthesis, a process essential for sustaining life.",0.15,0.12275449101796407,True,2,334,41,143,293,87.72455089820359,0.8434689044952393,0.04802493600014803,0.2857142857142857,0.7,0.5297885156914586,Moderate,"The decompressed sentence captures the general concept of photosynthesis, mentioning the use of sunlight, carbon dioxide, and water to produce glucose and oxygen, which is essential for sustaining life. However, it lacks specific details present in the original sentence, such as the role of chlorophyll molecules in capturing sunlight energy, the emphasis on photosynthesis as a fundamental biological process, and the specific mention of its importance for aerobic respiration in complex multicellular organisms. These omissions result in some loss of information and specificity, leading to a generally similar but not highly detailed representation of the original meaning.",3.4878048780487805,0.4281437125748503
12,1751316876.372923,gpt-4o-2024-11-20,openai,"The Manhattan Project, a top-secret research and development program during World War II, brought together over 130,000 workers and scientists across multiple sites in the United States to develop the world's first nuclear weapons, culminating in the atomic bombs dropped on Hiroshima and Nagasaki and fundamentally altering international relations and military strategy.","WWII:🇺🇸🔬☢️➡️🌍⚔️↔️🌐🔧🤝⚖️,tech+diplomacy=♾️🌍's path+balance.","World War II led the United States to develop nuclear technology, which significantly impacted global conflict and subsequently shaped international relations through a combination of technological advancements and diplomacy, creating an infinite journey for the world's progress and equilibrium.",0.15,0.15363881401617252,False,7,371,57,296,314,84.63611859838275,0.6507871747016907,0.11476959500669122,0.2,0.5,0.4081900714118455,Moderate,"The two sentences share a general theme of the development of nuclear technology during World War II and its impact on international relations. However, the original sentence provides specific details about the Manhattan Project, including the number of workers, the collaborative nature across multiple sites, and the direct outcome of the atomic bombs on Hiroshima and Nagasaki. The decompressed sentence lacks these specifics and instead focuses on the broader implications of nuclear technology on global conflict and international relations. It introduces new concepts such as ""an infinite journey for the world's progress and equilibrium,"" which are not present in the original. Thus, while there is a partial overlap in the thematic content, significant details and specific historical events are lost or altered, resulting in a moderate level of semantic similarity.",5.192982456140351,0.7978436657681941
13,1751316884.791211,gpt-4o-2024-11-20,openai,"Social media algorithms designed to maximize user engagement often create echo chambers by preferentially showing content that confirms existing beliefs and biases, leading to increased political polarization, reduced exposure to diverse viewpoints, and the rapid spread of misinformation that can have serious consequences for democratic discourse and public health.","📱🤖 amplify biases, polarize, spread 📰❌, harm 🗳️+🩺.","Smartphones and artificial intelligence amplify biases, polarize opinions, spread misinformation, and negatively impact democracy and public health.",0.15,0.1362397820163488,True,2,367,50,148,317,86.37602179836512,0.6220133304595947,0.03704199721379384,0.14285714285714285,0.5,0.3725838271520657,Poor,"The decompressed sentence captures some of the core themes of the original, such as the amplification of biases, polarization of opinions, spread of misinformation, and negative impacts on democracy and public health. However, it lacks specific details present in the original sentence. The original sentence specifically mentions ""social media algorithms"" and ""echo chambers,"" which are key mechanisms for how these effects occur, while the decompressed version generalizes this to ""smartphones and artificial intelligence"" without specifying the role of algorithms or echo chambers. Additionally, the original sentence highlights the role of user engagement and the confirmation of existing beliefs and biases, which are not explicitly mentioned in the decompressed version. Overall, while the general themes are similar, significant details and mechanisms are lost, resulting in a partial similarity.",2.96,0.4032697547683924
14,1751316893.475289,gpt-4o-2024-11-20,openai,"The human microbiome, consisting of trillions of bacteria, viruses, fungi, and other microorganisms living in and on our bodies, plays essential roles in digestion, immune system function, mental health, and disease resistance, with recent research suggesting that disruptions to this microbial ecosystem may contribute to conditions ranging from obesity to depression.","🦠+trillions=digestion,🧠,immunity;disruptions→obesity,😔","Trillions of microorganisms play a crucial role in digestion, brain function, and immunity; disruptions in this balance can lead to obesity and emotional distress.",0.15,0.14634146341463414,True,3,369,54,163,315,85.36585365853658,0.8113256096839905,0.019546393643725596,0.1875,0.7,0.4948069616339422,Moderate,"The decompressed sentence captures the general idea of the original sentence, emphasizing the crucial role of microorganisms in digestion, brain function, and immunity, and the potential consequences of disruptions. However, it omits several specific details from the original, such as the inclusion of viruses and fungi in the microbiome, the mention of mental health and disease resistance, and the broader range of conditions potentially affected (e.g., depression is generalized to emotional distress). Additionally, the decompressed sentence does not explicitly mention the recent research aspect. These omissions and generalizations result in some loss of information, leading to a generally similar but not highly detailed match.",3.0185185185185186,0.44173441734417346
15,1751316900.963091,gpt-4o-2024-11-20,openai,"Renewable energy technologies including solar photovoltaic panels, wind turbines, and hydroelectric generators have experienced dramatic cost reductions over the past decade, making clean electricity cheaper than fossil fuels in many markets and offering a viable pathway to reduce greenhouse gas emissions while meeting growing global energy demands.",☀️🌬️💧>🛢️⬇️🌍🌡️⚡✅,"Solar energy, wind power, and water resources are more sustainable and beneficial than fossil fuels, leading to reduced environmental impact, lower global temperatures, and cleaner energy solutions.",0.15,0.042735042735042736,True,2,351,15,198,336,95.72649572649573,0.7387710809707642,0.028814639911066937,0.17647058823529413,0.5,0.4126883699205015,Moderate,"The two sentences share a general theme of renewable energy being more advantageous than fossil fuels, but they differ significantly in the specifics and focus. The original sentence emphasizes the cost reductions of specific renewable technologies (solar photovoltaic panels, wind turbines, hydroelectric generators) over the past decade and their role in making clean electricity cheaper and reducing greenhouse gas emissions. The decompressed sentence, however, focuses on the sustainability and environmental benefits of solar, wind, and water resources, mentioning reduced environmental impact and lower global temperatures, without addressing the cost aspect or specific technologies. Thus, while both sentences discuss the benefits of renewable energy over fossil fuels, the original's emphasis on cost and specific technologies is lost, and the decompressed version introduces new elements like global temperature reduction.",13.2,0.5641025641025641
16,1751316911.4966779,gpt-4o-2024-11-20,openai,"The discovery of DNA's double helix structure by Watson, Crick, Franklin, and Wilkins in 1953 revolutionized biology by revealing how genetic information is stored, replicated, and transmitted across generations, laying the foundation for molecular biology, biotechnology, and our modern understanding of heredity, evolution, and genetic diseases.",DNA🧬1953↭Watson+Crick+Franklin+Wilkins🔬→🧪life🔗genes.,"In 1953, the discovery of the structure of DNA by James Watson, Francis Crick, Rosalind Franklin, and Maurice Wilkins revolutionized our understanding of life by revealing the molecular basis of genes.",0.15,0.14985590778097982,True,5,347,52,201,295,85.01440922190201,0.8808848857879639,0.042267620749136224,0.37037037037037035,0.7,0.5567930639602905,Moderate,"Both sentences convey the fundamental idea that the discovery of DNA's structure in 1953 was a groundbreaking event that significantly advanced scientific understanding. The original sentence provides more detailed information, mentioning the specific contributions to biology, biotechnology, heredity, evolution, and genetic diseases. It also highlights the processes of genetic information storage, replication, and transmission. The decompressed sentence simplifies this by focusing on the molecular basis of genes and the broader impact on understanding life, omitting specific applications and implications. Thus, while the core message is similar, some specific details and contexts are lost in the decompressed version.",3.8653846153846154,0.579250720461095
17,1751316920.5336719,gpt-4o-2024-11-20,openai,"Urban heat islands, caused by the replacement of natural vegetation with concrete, asphalt, and buildings that absorb and retain solar energy, can make cities 2-5 degrees Celsius warmer than surrounding rural areas, exacerbating air conditioning energy use, air pollution, and heat-related health problems, particularly affecting low-income communities.","🏙️🌡️⬆️2-5°C: 🌳➡️🛠️=🔥⚡🌫️🩺📉, 🎯💵⬇️ areas hardest hit.","Urban areas will experience a temperature increase of 2 to 5 degrees Celsius; deforestation and construction will lead to higher risks of heatwaves, energy demands, air pollution, and health issues, with economically disadvantaged regions being the most severely affected.",0.15,0.141643059490085,True,2,353,50,272,303,85.83569405099149,0.701704204082489,0.08681441289078756,0.22580645161290322,0.7,0.4830354341254849,Moderate,"Both sentences convey the concept of urban heat islands and their effects, including increased temperatures and associated risks such as higher energy demands, air pollution, and health issues. The original sentence specifies the cause as the replacement of natural vegetation with materials like concrete and asphalt, while the decompressed version generalizes this to ""deforestation and construction."" The original also emphasizes the role of solar energy absorption and retention, which is not explicitly mentioned in the decompressed version. Additionally, the original highlights the impact on low-income communities, whereas the decompressed version refers to ""economically disadvantaged regions"" without specifying the urban context. Overall, the core idea is preserved, but some specific details and causal mechanisms are less explicit in the decompressed version.",5.44,0.7705382436260623
18,1751316929.213136,gpt-4o-2024-11-20,openai,"The development of antibiotics, beginning with Alexander Fleming's accidental discovery of penicillin in 1928, has saved millions of lives by enabling doctors to treat previously fatal bacterial infections, but the overuse and misuse of these drugs has led to the evolution of antibiotic-resistant bacteria that pose an increasingly serious threat to global public health.","💊🧫: 1928 Fleming 🧪➡️🌍saved. Misuse➡️🦠⚔️💊, risking 🌎.","In 1928, Alexander Fleming discovered penicillin, a breakthrough that saved countless lives worldwide. However, its misuse has led to the rise of antibiotic-resistant bacteria, posing a significant threat to global health.",0.15,0.13978494623655913,True,3,372,52,222,320,86.02150537634408,0.9409613013267517,0.09373494628348779,0.375,0.8,0.6160353796547231,Good,"Both sentences convey the core information about Alexander Fleming's discovery of penicillin in 1928 and its significant impact on saving lives by treating bacterial infections. They also both highlight the issue of antibiotic resistance due to misuse. However, the original sentence provides more detail, such as the accidental nature of the discovery and the specific mention of ""millions of lives"" saved, as well as emphasizing the ""increasingly serious threat"" to global public health. The decompressed version simplifies these details, which results in minor information loss, but the overall meaning remains very similar.",4.269230769230769,0.5967741935483871
19,1751316938.9412868,gpt-4o-2024-11-20,openai,"Artificial neural networks inspired by the structure and function of biological neurons use layers of interconnected nodes to process information, with deep learning architectures containing millions or billions of parameters that can learn complex patterns from data through backpropagation algorithms, enabling breakthroughs in computer vision, natural language processing, and game playing.",🤖🧠➡️layers process data. 🧬+💬🎮=📈 via deep learning (🔢B).,"Artificial intelligence processes information through multiple layers, mimicking the human brain. Combining genetics, language, and gaming leads to advancements and improvements in performance through deep learning techniques, specifically utilizing numerical computations in model training.",0.15,0.13994910941475827,True,3,393,55,291,338,86.00508905852418,0.6942334771156311,0.013300698737284055,0.17142857142857143,0.5,0.39521589716786043,Poor,"The two sentences share a general theme of artificial intelligence and deep learning, but there are significant differences in the details and focus. The original sentence specifically discusses artificial neural networks, their inspiration from biological neurons, and the use of interconnected nodes and backpropagation algorithms to learn complex patterns. It highlights applications in computer vision, natural language processing, and game playing. The decompressed sentence, however, broadly refers to artificial intelligence mimicking the human brain and mentions combining genetics, language, and gaming, which is not present in the original. It also lacks specific details about neural networks, parameters, and backpropagation, focusing instead on numerical computations in model training. Thus, while there is a partial overlap in the context of AI and deep learning, significant information differences exist.",5.290909090909091,0.7404580152671756
