sentence_index,timestamp,model_used,provider,original,compressed,decompressed,target_compression_ratio,achieved_compression_ratio,compression_success,compression_attempts,original_length,compressed_length,decompressed_length,characters_saved,compression_percentage,embedding_similarity,bleu_score,keyword_preservation,llm_similarity,composite_score,semantic_interpretation,llm_analysis,expansion_ratio,recovery_ratio
10,1751315566.827656,gemini-2.5-pro,gemini,"The ancient Library of Alexandria, established in the 3rd century BCE during the Ptolemaic dynasty, represented humanity's first attempt at universal knowledge collection, housing an estimated 400,000 to 700,000 scrolls on subjects ranging from mathematics and astronomy to medicine and literature, before its gradual decline and eventual destruction over several centuries.","🏛️☥-3C:1ˢᵗ🌍📚,∀📜4-700k.📉➡️🔥⏳","The Library of Alexandria, founded in Egypt during the 3rd century BC, was the first universal library in the world, holding an estimated 400,000 to 700,000 scrolls before its eventual decline and destruction by fire over time.",0.15,0.07219251336898395,True,1,374,27,227,347,92.7807486631016,0.8841164112091064,0.17701791857178684,0.32142857142857145,0.8,0.6049242213628035,Good,"The two sentences convey very similar meanings, with minor differences in detail. Both mention the Library of Alexandria's founding in the 3rd century BCE/BC and its role as a universal library with a large collection of scrolls. The original sentence provides additional context about the Ptolemaic dynasty and specifies the range of subjects covered by the scrolls, such as mathematics, astronomy, medicine, and literature. The decompressed version omits these details and simplifies the cause of destruction to ""by fire,"" whereas the original mentions a ""gradual decline and eventual destruction."" Despite these differences, the core information about the library's significance and eventual destruction is preserved.",8.407407407407407,0.606951871657754
11,1751315621.746739,gemini-2.5-pro,gemini,"Photosynthesis, the fundamental biological process that converts carbon dioxide and water into glucose using sunlight energy captured by chlorophyll molecules, not only provides the chemical energy that powers most life on Earth but also produces the oxygen that makes aerobic respiration possible for complex multicellular organisms.","CO₂+H₂O --(☀️,🌿)→ C₆H₁₂O₆(⚡️🌍) + O₂(→🫁)","Using energy from sunlight, plants convert carbon dioxide and water into glucose, which provides the chemical energy for life on Earth, and oxygen, which is subsequently released for respiration.",0.15,0.11676646706586827,True,1,334,39,195,295,88.32335329341318,0.8644771575927734,0.17545612719902728,0.42857142857142855,0.8,0.6201486584319232,Good,"Both sentences convey the core concept of photosynthesis, emphasizing the conversion of carbon dioxide and water into glucose and oxygen using sunlight. The original sentence highlights the role of chlorophyll molecules in capturing sunlight and specifies the importance of oxygen for aerobic respiration in complex multicellular organisms. The decompressed sentence simplifies this by attributing the process to plants and omitting the mention of chlorophyll and the specific role of oxygen in aerobic respiration. Despite these omissions, the primary function and outcomes of photosynthesis are preserved, resulting in a very similar meaning with minor details differing.",5.0,0.5838323353293413
12,1751315693.522039,gemini-2.5-pro,gemini,"The Manhattan Project, a top-secret research and development program during World War II, brought together over 130,000 workers and scientists across multiple sites in the United States to develop the world's first nuclear weapons, culminating in the atomic bombs dropped on Hiroshima and Nagasaki and fundamentally altering international relations and military strategy.","WWII's 🤫M-Proj: >130k👥 in 🇺🇸→1ˢᵗ ⚛️💣; 🎯H&N, 🔄🌍🤝⚔️.","During World War II, the secret Manhattan Project involved over 130,000 personnel in the United States to develop the first atomic bomb; its targeting of Hiroshima and Nagasaki fundamentally reshaped global geopolitics and the nature of warfare.",0.15,0.1347708894878706,True,1,371,50,245,321,86.52291105121293,0.892633855342865,0.20115051614815177,0.3333333333333333,0.8,0.6146869264991565,Good,"Both sentences convey the core idea of the Manhattan Project as a secretive World War II initiative in the United States that involved a large number of personnel to develop the first nuclear weapons, which were used on Hiroshima and Nagasaki, significantly impacting global politics and military strategy. The original sentence provides more detail, mentioning ""research and development program,"" ""multiple sites,"" and ""scientists,"" while the decompressed version simplifies these aspects. Despite these minor differences, the primary meaning and key events are preserved, resulting in a very similar semantic interpretation.",4.9,0.660377358490566
13,1751315786.48324,gemini-2.5-pro,gemini,"Social media algorithms designed to maximize user engagement often create echo chambers by preferentially showing content that confirms existing beliefs and biases, leading to increased political polarization, reduced exposure to diverse viewpoints, and the rapid spread of misinformation that can have serious consequences for democratic discourse and public health.","SoMe⚙️→echo(✓🧠)→↑pol⚔️,↓👁️‍🗨️,⏩🤥→☠️🏛️&🏥","The way social media operates creates echo chambers that validate existing beliefs, which in turn leads to increased political polarization, a decline in public discourse, and the rapid spread of misinformation, ultimately causing the decay of governmental and public health institutions.",0.15,0.10626702997275204,True,2,367,39,288,328,89.3732970027248,0.8316026926040649,0.23030061450521586,0.42857142857142855,0.7,0.5912552163965483,Moderate,"Both sentences discuss the impact of social media on creating echo chambers that reinforce existing beliefs, leading to political polarization and the spread of misinformation. However, the original sentence specifically attributes these effects to social media algorithms designed to maximize user engagement, while the decompressed version generalizes the cause to the way social media operates without mentioning algorithms. Additionally, the original sentence highlights reduced exposure to diverse viewpoints and serious consequences for democratic discourse and public health, whereas the decompressed version focuses on the decay of governmental and public health institutions. The core idea of echo chambers and their negative effects is preserved, but some specific details and causal mechanisms are altered or omitted.",7.384615384615385,0.784741144414169
14,1751315846.851152,gemini-2.5-pro,gemini,"The human microbiome, consisting of trillions of bacteria, viruses, fungi, and other microorganisms living in and on our bodies, plays essential roles in digestion, immune system function, mental health, and disease resistance, with recent research suggesting that disruptions to this microbial ecosystem may contribute to conditions ranging from obesity to depression.","🧍‍♀️🦠: 🔑 for digestion, 🛡️, 🧠. Imbalance↯ → obesity, 😔.","The human microbiome is essential for digestion, immune defense, and brain function; an imbalance can lead to conditions such as obesity and depression.",0.15,0.14905149051490515,True,1,369,55,152,314,85.09485094850947,0.9013510942459106,0.024241001942965648,0.28125,0.7,0.5415035286623663,Moderate,"The decompressed sentence captures the core functions of the human microbiome, such as its roles in digestion, immune defense, and brain function, and mentions the potential consequences of an imbalance, like obesity and depression. However, it omits several details from the original sentence, including the specific mention of the microbiome's composition (bacteria, viruses, fungi, and other microorganisms), its role in disease resistance, and the reference to recent research suggesting the link between microbial disruptions and various conditions. These omissions result in a generally similar meaning but with some loss of detailed information.",2.7636363636363637,0.41192411924119243
15,1751315916.904202,gemini-2.5-pro,gemini,"Renewable energy technologies including solar photovoltaic panels, wind turbines, and hydroelectric generators have experienced dramatic cost reductions over the past decade, making clean electricity cheaper than fossil fuels in many markets and offering a viable pathway to reduce greenhouse gas emissions while meeting growing global energy demands.","~10y: ♻️(☀️,🌬️,💧) 💰↓↓ ⇒ ⚡️<⛽️ → CO₂↓ & meet 🌍⚡️↑","Over the past decade, the cost of renewable energy sources like solar, wind, and hydropower has dropped significantly, making electricity from these sources cheaper than fossil fuels, which in turn leads to lower carbon dioxide emissions while helping to meet rising global energy demands.",0.15,0.13675213675213677,True,1,351,48,289,303,86.32478632478633,0.8485260009765625,0.20861286094038115,0.4411764705882353,0.9,0.6545156665986921,Good,"The two sentences convey very similar meanings, with only minor differences in detail and phrasing. Both sentences discuss the significant cost reductions in renewable energy technologies over the past decade, highlighting solar, wind, and hydroelectric power. They both emphasize that these reductions have made renewable energy cheaper than fossil fuels and note the environmental benefit of reducing greenhouse gas emissions while meeting global energy demands. The original sentence specifies ""solar photovoltaic panels, wind turbines, and hydroelectric generators,"" while the decompressed version uses broader terms like ""solar, wind, and hydropower."" This slight difference in specificity does not significantly alter the overall meaning, hence the high similarity score.",6.020833333333333,0.8233618233618234
16,1751316078.561117,gemini-2.5-pro,gemini,"The discovery of DNA's double helix structure by Watson, Crick, Franklin, and Wilkins in 1953 revolutionized biology by revealing how genetic information is stored, replicated, and transmitted across generations, laying the foundation for molecular biology, biotechnology, and our modern understanding of heredity, evolution, and genetic diseases.",1953:WCFW 🔎📜 🧬's ℹ️→ ⇒ modern bio's 🧱,"In 1953, the paper by Watson and Crick revealing the structure of DNA provided the foundational building block for modern biology.",0.15,0.10662824207492795,True,2,347,37,130,310,89.33717579250721,0.7811431884765625,0.008593294287440175,0.2222222222222222,0.5,0.4305060598449012,Moderate,"The decompressed sentence captures the basic idea that Watson and Crick's work in 1953 was foundational for modern biology, which aligns with the original sentence's emphasis on the significance of the discovery. However, it omits several key details: the involvement of Franklin and Wilkins, the specific aspects of how DNA's structure revolutionized biology (such as genetic information storage, replication, and transmission), and the broader impacts on fields like molecular biology, biotechnology, heredity, evolution, and genetic diseases. The decompressed sentence simplifies the event and its implications, resulting in significant information loss.",3.5135135135135136,0.3746397694524496
17,1751316289.739396,gemini-2.5-pro,gemini,"Urban heat islands, caused by the replacement of natural vegetation with concrete, asphalt, and buildings that absorb and retain solar energy, can make cities 2-5 degrees Celsius warmer than surrounding rural areas, exacerbating air conditioning energy use, air pollution, and heat-related health problems, particularly affecting low-income communities.","UHI:🌳→🧱(📥☀️)→🏙️+2-5°C>🌳→↑AC⚡,💨,🏥💔,harms🙍most","The Urban Heat Island effect, where replacing natural land cover with buildings and pavement that absorb solar energy causes cities to become 2-5°C warmer than surrounding rural areas, leads to increased energy consumption for air conditioning, worse air pollution, and negative health outcomes like heat-related mortality that disproportionately harm the most vulnerable populations.",0.15,0.12464589235127478,True,2,353,44,384,309,87.53541076487252,0.8947487473487854,0.17067308717751264,0.5161290322580645,0.9,0.6757850480917511,Good,"The two sentences convey very similar meanings with only minor differences in wording and emphasis. Both describe the Urban Heat Island effect, its causes (replacement of natural vegetation with concrete, asphalt, and buildings), and its consequences (increased city temperatures, higher energy use for air conditioning, worsened air pollution, and health problems). Both sentences also highlight the disproportionate impact on vulnerable or low-income communities. The decompressed version uses slightly different phrasing and adds a specific example of negative health outcomes (""heat-related mortality""), but the core information and implications remain consistent with the original.",8.727272727272727,1.0878186968838528
18,1751316357.315468,gemini-2.5-pro,gemini,"The development of antibiotics, beginning with Alexander Fleming's accidental discovery of penicillin in 1928, has saved millions of lives by enabling doctors to treat previously fatal bacterial infections, but the overuse and misuse of these drugs has led to the evolution of antibiotic-resistant bacteria that pose an increasingly serious threat to global public health.","Abx saved M, but overuse→resistance, now a 🌍 health ☣️.","Although antibiotics have saved countless lives, their overuse has led to widespread resistance, which now poses a global health crisis.",0.15,0.1478494623655914,True,1,372,55,136,317,85.21505376344086,0.7066750526428223,0.012118185120250506,0.1875,0.7,0.46192615281689675,Moderate,"The decompressed sentence captures the core idea that antibiotics have saved many lives and that their overuse has resulted in antibiotic resistance, posing a global health threat. However, it omits specific details from the original sentence, such as the historical context of Alexander Fleming's discovery of penicillin in 1928 and the emphasis on the treatment of previously fatal bacterial infections. The decompressed version generalizes the information, leading to some loss of detail and specificity.",2.4727272727272727,0.3655913978494624
19,1751316412.413756,gemini-2.5-pro,gemini,"Artificial neural networks inspired by the structure and function of biological neurons use layers of interconnected nodes to process information, with deep learning architectures containing millions or billions of parameters that can learn complex patterns from data through backpropagation algorithms, enabling breakthroughs in computer vision, natural language processing, and game playing.","ANNs/DL🧠(☰🕸️, 10⁹+θ) learn 📈 ←backprop ⇒🚀 in 👀/🗣️/🎮","Artificial Neural Networks, specifically Deep Learning models, which are characterized by multi-layered complex architectures containing over a billion parameters, learn and improve by using the backpropagation algorithm, resulting in major breakthroughs in fields like computer vision, speech recognition, and game playing.",0.15,0.1297709923664122,True,1,393,51,324,342,87.02290076335878,0.8597915768623352,0.1331624369625237,0.45714285714285713,0.8,0.6159985318797767,Good,"Both sentences convey the core concept of artificial neural networks, particularly deep learning models, and their ability to learn complex patterns through backpropagation. They both highlight the impact of these models in fields such as computer vision and game playing. However, the original sentence mentions ""natural language processing,"" while the decompressed version refers to ""speech recognition,"" which, although related, are distinct areas. Additionally, the original sentence emphasizes the inspiration from biological neurons and the use of interconnected nodes, which is less explicit in the decompressed version. Despite these minor differences, the overall meaning and key information are largely preserved.",6.352941176470588,0.8244274809160306
