sentence_index,timestamp,model_used,provider,original,compressed,decompressed,target_compression_ratio,achieved_compression_ratio,compression_success,compression_attempts,original_length,compressed_length,decompressed_length,characters_saved,compression_percentage,embedding_similarity,bleu_score,keyword_preservation,llm_similarity,composite_score,semantic_interpretation,llm_analysis,expansion_ratio,recovery_ratio
10,1751318714.312396,gpt-4o-2024-11-20,openai,"The ancient Library of Alexandria, established in the 3rd century BCE during the Ptolemaic dynasty, represented humanity's first attempt at universal knowledge collection, housing an estimated 400,000 to 700,000 scrolls on subjects ranging from mathematics and astronomy to medicine and literature, before its gradual decline and eventual destruction over several centuries.","📚🏛️Alexandria(3rdc.BCE):400k-700k📜,universal📖;declined🔥.","The Library of Alexandria, established in the 3rd century BCE, housed an estimated 400,000 to 700,000 scrolls and aimed to be a universal repository of knowledge; however, it eventually declined and was destroyed by fire.",0.15,0.1497326203208556,True,4,374,56,221,318,85.02673796791444,0.8892419934272766,0.2431978258145967,0.2857142857142857,0.7,0.5825550203339595,Moderate,"The decompressed sentence retains the core information about the Library of Alexandria, including its establishment in the 3rd century BCE, its purpose as a universal repository of knowledge, the estimated number of scrolls it housed, and its eventual decline and destruction. However, it omits several details present in the original sentence, such as the specific mention of the Ptolemaic dynasty, the range of subjects covered by the scrolls (mathematics, astronomy, medicine, literature), and the gradual nature of its decline and destruction over several centuries. These omissions result in a generally similar meaning but with some loss of specific historical and contextual information.",3.946428571428572,0.5909090909090909
11,1751318722.7872791,gpt-4o-2024-11-20,openai,"Photosynthesis, the fundamental biological process that converts carbon dioxide and water into glucose using sunlight energy captured by chlorophyll molecules, not only provides the chemical energy that powers most life on Earth but also produces the oxygen that makes aerobic respiration possible for complex multicellular organisms.",☀️+🌱: CO₂+H₂O→C₆H₁₂O₆+O₂. Vital for life.,"Sunlight and plants: Carbon dioxide and water combine to produce glucose and oxygen through photosynthesis, a process essential for sustaining life.",0.15,0.122754491017964,True,2,334,41,148,293,87.72455089820359,0.8391289710998535,0.0501444631615823,0.2857142857142857,0.7,0.5289104411051296,Moderate,"The decompressed sentence captures the core concept of photosynthesis, including the conversion of carbon dioxide and water into glucose and oxygen using sunlight, which is essential for sustaining life. However, it omits specific details such as the role of chlorophyll molecules in capturing sunlight energy and the significance of photosynthesis in providing chemical energy and enabling aerobic respiration for complex multicellular organisms. These omissions result in some loss of information, leading to a generally similar but not highly detailed representation of the original sentence.",3.609756097560976,0.4431137724550898
12,1751318733.196115,gpt-4o-2024-11-20,openai,"The Manhattan Project, a top-secret research and development program during World War II, brought together over 130,000 workers and scientists across multiple sites in the United States to develop the world's first nuclear weapons, culminating in the atomic bombs dropped on Hiroshima and Nagasaki and fundamentally altering international relations and military strategy.",WWII🇺🇸ManhattanProj:130k→☢️Hiroshima+Nagasaki;🌍⚔️shift.,"During World War II, the United States initiated the Manhattan Project, which involved 130,000 people and led to the development of nuclear weapons that were subsequently used on Hiroshima and Nagasaki, causing a significant shift in global warfare and geopolitics.",0.15,0.1482479784366576,True,4,371,55,265,316,85.17520215633422,0.8770774602890015,0.181974272553209,0.3,0.9,0.6295180925973423,Good,"The two sentences convey very similar meanings with only minor differences in detail and emphasis. Both sentences describe the Manhattan Project as a World War II initiative by the United States that involved 130,000 people and resulted in the development of nuclear weapons used on Hiroshima and Nagasaki. They both highlight the significant impact on global warfare and geopolitics. The original sentence provides slightly more detail by mentioning the ""top-secret research and development program"" and ""multiple sites in the United States,"" while the decompressed version simplifies these aspects. However, the core information and implications are preserved, resulting in a high similarity score.",4.818181818181818,0.7142857142857143
13,1751318742.2665422,gpt-4o-2024-11-20,openai,"Social media algorithms designed to maximize user engagement often create echo chambers by preferentially showing content that confirms existing beliefs and biases, leading to increased political polarization, reduced exposure to diverse viewpoints, and the rapid spread of misinformation that can have serious consequences for democratic discourse and public health.","📱🤖 amplify biases, polarize 🌍, spread 📰❌, harm 🗳️+🩺.","Smartphones and artificial intelligence amplify biases, polarize societies globally, spread misinformation, and negatively impact democracy and public health.",0.15,0.1416893732970027,True,2,367,52,158,315,85.83106267029973,0.5734201669692993,0.039511954418899,0.1428571428571428,0.5,0.3584998695459981,Poor,"The decompressed sentence captures some of the core themes of the original, such as the amplification of biases, polarization, spread of misinformation, and negative impacts on democracy and public health. However, it loses significant details and specificity. The original sentence specifically discusses social media algorithms and their role in creating echo chambers by showing content that confirms existing beliefs, which is not mentioned in the decompressed version. Additionally, the original highlights the consequences for democratic discourse and public health, while the decompressed version generalizes these impacts without the same level of detail. The decompressed sentence also introduces ""smartphones and artificial intelligence"" as the agents of these effects, which is a broader and somewhat different focus than the original's emphasis on social media algorithms.",3.0384615384615383,0.4305177111716621
14,1751318752.9081988,gpt-4o-2024-11-20,openai,"The human microbiome, consisting of trillions of bacteria, viruses, fungi, and other microorganisms living in and on our bodies, plays essential roles in digestion, immune system function, mental health, and disease resistance, with recent research suggesting that disruptions to this microbial ecosystem may contribute to conditions ranging from obesity to depression.",Microbiome=🦠trillions→digest🛡️🧠🩺; disruptions→⚖️📉🧠⬇️.,"The microbiome consists of trillions of microorganisms that play a crucial role in digestion, immune defense, brain health, and overall well-being; disruptions to the microbiome can lead to imbalances, decreased health, and impaired brain function.",0.15,0.1436314363143631,True,3,369,53,248,316,85.63685636856368,0.8248507380485535,0.0842852533322158,0.25,0.8,0.5543122720810092,Moderate,"Both sentences convey the fundamental idea that the microbiome, composed of trillions of microorganisms, is crucial for various aspects of human health, including digestion, immune function, and mental health. They both mention the negative impact of disruptions to the microbiome. However, the original sentence specifies the types of microorganisms (bacteria, viruses, fungi) and explicitly mentions disease resistance and specific conditions like obesity and depression. The decompressed version generalizes these points to ""microorganisms"" and ""overall well-being,"" and it does not specify particular conditions, instead using broader terms like ""imbalances"" and ""decreased health."" Despite these differences, the core message about the importance and impact of the microbiome is largely preserved.",4.679245283018868,0.6720867208672087
15,1751318762.246426,gpt-4o-2024-11-20,openai,"Renewable energy technologies including solar photovoltaic panels, wind turbines, and hydroelectric generators have experienced dramatic cost reductions over the past decade, making clean electricity cheaper than fossil fuels in many markets and offering a viable pathway to reduce greenhouse gas emissions while meeting growing global energy demands.",♻️☀️💨🌊>🛢️⬇️🌍🌡️⚡✅,"Renewable energy sources like solar, wind, and hydro are more sustainable and environmentally friendly than fossil fuels, leading to reduced global warming, cleaner energy, and a healthier planet.",0.15,0.0455840455840455,True,2,351,16,196,335,95.44159544159544,0.7341969609260559,0.0318846282787728,0.2058823529411764,0.5,0.4178124845218066,Moderate,"The decompressed sentence captures the general theme of renewable energy being more sustainable and environmentally friendly compared to fossil fuels, which aligns with the original sentence's emphasis on reducing greenhouse gas emissions. However, it loses specific details about the dramatic cost reductions of renewable technologies, the comparison of clean electricity costs to fossil fuels, and the mention of meeting growing global energy demands. The decompressed version focuses more on the environmental benefits rather than the economic and market aspects highlighted in the original. Thus, while there is a partial overlap in meaning, significant information differences exist.",12.25,0.5584045584045584
16,1751318773.040974,gpt-4o-2024-11-20,openai,"The discovery of DNA's double helix structure by Watson, Crick, Franklin, and Wilkins in 1953 revolutionized biology by revealing how genetic information is stored, replicated, and transmitted across generations, laying the foundation for molecular biology, biotechnology, and our modern understanding of heredity, evolution, and genetic diseases.","🧬DNA(1953,W+C):↻bio↔heredity,evo,life's📜,🔬🔄code.","In 1953, the discovery of DNA by Watson and Crick revolutionized biology, revealing its role as the hereditary material, a cornerstone of evolution, the blueprint of life, and the molecular code that underpins all living organisms.",0.15,0.138328530259366,True,5,347,48,231,299,86.1671469740634,0.8420349955558777,0.0769371303037596,0.2962962962962963,0.7,0.5372571839867745,Moderate,"Both sentences convey the revolutionary impact of the discovery of DNA's structure on biology and its role in heredity and evolution. However, the original sentence includes more specific details, such as the involvement of Franklin and Wilkins, the double helix structure, and the implications for molecular biology, biotechnology, and genetic diseases. The decompressed sentence simplifies the discovery to Watson and Crick and focuses on DNA as the hereditary material and blueprint of life, omitting the contributions of Franklin and Wilkins and the broader implications for specific scientific fields.",4.8125,0.6657060518731989
17,1751318782.8208451,gpt-4o-2024-11-20,openai,"Urban heat islands, caused by the replacement of natural vegetation with concrete, asphalt, and buildings that absorb and retain solar energy, can make cities 2-5 degrees Celsius warmer than surrounding rural areas, exacerbating air conditioning energy use, air pollution, and heat-related health problems, particularly affecting low-income communities.","🏙️🔥=⬆️2-5°C↔️🌳➡️🛠️, ⚡+☁️+💔📈, 🎯💸⬇️.","Urban areas experience a temperature increase of 2 to 5 degrees Celsius due to reduced greenery, requiring restoration efforts, while energy consumption, pollution, and environmental degradation rise, leading to economic challenges and a decline in overall well-being.",0.15,0.0963172804532577,True,2,353,34,268,319,90.3682719546742,0.7161641716957092,0.0259486278903273,0.1935483870967742,0.6,0.438748654506133,Moderate,"Both sentences discuss the phenomenon of urban heat islands and the associated temperature increase of 2 to 5 degrees Celsius. They mention the reduction of greenery as a contributing factor and the resulting rise in energy consumption and pollution. However, the original sentence specifically attributes the temperature increase to the replacement of natural vegetation with concrete, asphalt, and buildings, while the decompressed version generalizes this to ""reduced greenery"" and does not specify the materials involved. The original also highlights the impact on low-income communities and heat-related health problems, which are not explicitly mentioned in the decompressed version. Instead, the decompressed version introduces ""restoration efforts"" and ""economic challenges,"" which are not present in the original. Overall, the core idea of urban heat islands and their effects is preserved, but there are notable differences in detail and emphasis.",7.882352941176471,0.7592067988668555
18,1751318794.2905831,gpt-4o-2024-11-20,openai,"The development of antibiotics, beginning with Alexander Fleming's accidental discovery of penicillin in 1928, has saved millions of lives by enabling doctors to treat previously fatal bacterial infections, but the overuse and misuse of these drugs has led to the evolution of antibiotic-resistant bacteria that pose an increasingly serious threat to global public health.",💊🧫:1928 Fleming🧪➡️🌍💉.Misuse⚠️🦠🆚💊⏩📉🌍health.,"In 1928, Alexander Fleming discovered penicillin in a laboratory, which eventually revolutionized global medicine and led to the development of life-saving antibiotics. However, the misuse of antibiotics has led to the rise of antibiotic-resistant bacteria, posing a significant threat to global health.",0.15,0.1129032258064516,True,5,372,42,303,330,88.70967741935483,0.9494609236717224,0.1242550729804429,0.375,0.8,0.6246892916976052,Good,"Both sentences convey the core narrative of Alexander Fleming's discovery of penicillin in 1928 and its pivotal role in developing antibiotics that have saved millions of lives. They also both highlight the negative consequence of antibiotic misuse, leading to antibiotic-resistant bacteria that threaten global health. The original sentence emphasizes the accidental nature of the discovery and specifies the impact on previously fatal bacterial infections, while the decompressed version focuses more on the revolutionary impact on global medicine. Despite these minor differences in emphasis and detail, the overall meaning and key information are very similar.",7.214285714285714,0.8145161290322581
19,1751318803.735381,gpt-4o-2024-11-20,openai,"Artificial neural networks inspired by the structure and function of biological neurons use layers of interconnected nodes to process information, with deep learning architectures containing millions or billions of parameters that can learn complex patterns from data through backpropagation algorithms, enabling breakthroughs in computer vision, natural language processing, and game playing.","🤖🧠 mimic neurons➡️layers process data. 🧬📚+🔢=🚀 in 👁️,🗣️🎮.","Artificial intelligence mimics the functioning of neurons by processing data through layers. Combining genetics and knowledge with computational power leads to advancements in vision, language, and gaming.",0.15,0.1424936386768447,True,2,393,56,205,337,85.75063613231552,0.7058808207511902,0.0131589574938047,0.2,0.5,0.404396037724118,Moderate,"The decompressed sentence captures the general idea that artificial intelligence (AI) is inspired by the functioning of neurons and is used in areas like vision, language, and gaming. However, it loses significant details present in the original sentence. The original specifies ""artificial neural networks"" and ""deep learning architectures"" with ""millions or billions of parameters"" and ""backpropagation algorithms,"" which are crucial for understanding the complexity and specific mechanisms of AI. The decompressed version simplifies these concepts to ""processing data through layers"" and omits the technical details about parameters and algorithms. Additionally, the mention of ""combining genetics and knowledge with computational power"" introduces new elements not present in the original, which shifts the focus and meaning.",3.6607142857142856,0.5216284987277354
0,1751314010.890541,gemini-2.5-pro,gemini,"The ancient Mediterranean trading routes, established by Phoenician merchants around 1200 BCE, fundamentally transformed economic relationships between distant civilizations by enabling the exchange of not only goods like purple dye, cedar wood, and precious metals, but also ideas, technologies, and cultural practices that would shape the development of Western civilization.",~12cBC Phoenician⛵️🕸️🌍💰:📦⇄💡/⚙️/🎭⇒🏛️,"Beginning around the 12th century BC, the seafaring Phoenicians established a vast commercial network across the world, where the exchange of goods also facilitated the transfer of ideas, technology, and culture, which in turn laid the foundation for subsequent civilizations.",0.15,0.0928381962864721,True,2,377,35,276,342,90.71618037135278,0.7434632778167725,0.0287532086611175,0.1724137931034483,0.7,0.4732723836979449,Moderate,"Both sentences convey the idea that the Phoenicians established a significant trading network that facilitated the exchange of goods and cultural elements, impacting future civilizations. However, the original sentence specifies the Mediterranean region and mentions specific goods like purple dye, cedar wood, and precious metals, which are not mentioned in the decompressed version. The decompressed sentence generalizes the network as ""across the world"" and omits the specific timeframe of ""around 1200 BCE,"" instead using ""around the 12th century BC."" Additionally, the original highlights the transformation of economic relationships and the shaping of Western civilization, while the decompressed version focuses on laying the foundation for subsequent civilizations without specifying Western civilization. These differences result in some loss of detail and specificity.",7.885714285714286,0.7320954907161804
1,1751314083.7392151,gemini-2.5-pro,gemini,"Climate scientists at the International Panel on Climate Change have determined through extensive analysis of ice core samples, satellite temperature measurements, and oceanic thermal data that global average temperatures have risen by approximately 1.1 degrees Celsius since pre-industrial times, with the most dramatic increases occurring in the Arctic regions where permafrost melting is accelerating at unprecedented rates.",IPCC(🧊🛰️🌊📊)⇒🌍🌡️↑~1.1°C since pre-ind; Arctic↑↑↑ & permafrost💧⏩,"Based on comprehensive data analysis of ice, oceans, and satellite observations, the Intergovernmental Panel on Climate Change has concluded that global temperatures have risen by approximately 1.1°C since pre-industrial times; the Arctic is warming at a significantly accelerated rate, and its permafrost is thawing rapidly.",0.15,0.1451990632318501,True,1,427,62,325,365,85.48009367681499,0.8936611413955688,0.1609596396360209,0.4166666666666667,0.9,0.6536236036792082,Good,"The two sentences convey very similar meanings with minor differences in detail. Both sentences communicate that the Intergovernmental Panel on Climate Change (IPCC) has found, through extensive data analysis, that global temperatures have increased by approximately 1.1 degrees Celsius since pre-industrial times. They both highlight the significant warming in the Arctic and the rapid thawing of permafrost. The original sentence specifies the types of data used (ice core samples, satellite temperature measurements, and oceanic thermal data), while the decompressed version generalizes this to ""comprehensive data analysis of ice, oceans, and satellite observations."" This results in a slight loss of specificity, but the core message remains intact.",5.241935483870968,0.7611241217798594
2,1751314178.806912,gemini-2.5-pro,gemini,"The human brain's neuroplasticity allows for remarkable adaptation throughout life, as demonstrated by stroke patients who recover speech and motor functions through intensive rehabilitation therapy that essentially rewires neural pathways, creating new connections that bypass damaged areas and restore cognitive abilities previously thought to be permanently lost.","∞ 🧠 plasticity: rehab ↪ stroke dmg, restoring lost fn.","The lifelong plasticity of the brain enables rehabilitation to counteract the damage from a stroke, restoring lost functions.",0.15,0.1475409836065573,True,1,366,54,125,312,85.24590163934427,0.8074859976768494,0.003540201034367,0.1470588235294117,0.6,0.4523656042158105,Moderate,"The decompressed sentence captures the general concept of the brain's ability to adapt and recover functions after a stroke, which is the core idea of the original sentence. However, it loses several specific details. The original sentence mentions ""neuroplasticity,"" ""intensive rehabilitation therapy,"" ""rewires neural pathways,"" and ""creating new connections that bypass damaged areas,"" which are not explicitly stated in the decompressed version. Additionally, the original highlights the restoration of ""speech and motor functions"" and ""cognitive abilities previously thought to be permanently lost,"" which are generalized to ""lost functions"" in the decompressed sentence. These omissions result in a loss of specificity and detail, leading to a generally similar meaning but with some information lost or changed.",2.314814814814815,0.3415300546448087
